vol_z,vol_5bar_slope,vol_ratio,atr_pts,atr_ratio,atr_5bar_roc,rsi_level,rsi_3bar_slope,rsi_5bar_slope,ema20_3bar_slope,ema20_5bar_slope,body_ratio,close_pos,price_5bar_mom,spread,hour,day_of_week,target
2.26,0.0604,1.387,232.4,1.296,0.129,28.83,-4.533,-2.566,-3.05,-4.41,0.637,0.275,-1.433,15,10,4,0
0.593,-0.037,0.886,404.4,1.298,0.0663,65.38,2.015,12.818,-1.5,-3.92,0.002,0.222,1.733,15,17,4,0
1.127,0.0015,1.046,170.0,0.918,0.0081,56.95,4.554,-4.299,1.15,2.42,0.778,0.778,-0.4,15,10,0,0
1.044,0.0183,1.051,162.8,0.933,-0.0421,41.75,0.77,-15.207,0.54,1.8,0.102,0.307,-2.278,15,11,0,0
1.051,0.0624,1.324,179.9,1.063,0.0836,51.02,3.428,17.526,-0.36,-0.51,0.785,0.848,2.028,15,15,0,0
1.013,0.1386,1.221,127.4,0.975,0.0236,52.52,-6.84,-8.152,0.61,1.04,0.65,0.275,-0.565,15,9,1,1
2.127,0.058,1.16,292.4,1.443,0.497,24.04,-14.295,-1.063,-3.21,-4.24,0.904,0.094,-1.3,15,16,1,1
2.166,0.0342,1.148,321.9,1.228,0.226,49.79,-2.738,14.662,-2.23,-4.23,0.32,0.724,1.286,15,16,2,1
1.612,0.0024,1.014,257.2,1.188,0.234,49.7,6.096,-3.606,-0.62,-1.28,0.513,0.685,-0.607,15,16,3,1
0.722,0.0051,1.216,153.3,1.031,-0.0221,52.67,-3.989,-2.531,-0.56,-0.68,0.071,0.929,-0.189,15,10,4,1
1.2,-0.003,0.975,357.4,1.201,0.0777,43.89,-6.38,1.344,-0.71,-1.06,0.591,0.125,0.067,15,16,4,0
1.305,-0.0167,1.032,262.8,1.05,0.1144,57.46,0.195,9.366,-0.59,-1.5,0.171,0.35,1.507,15,10,1,0
0.044,-0.0401,0.901,183.8,1.123,0.0425,52.14,-2.304,8.835,-0.43,-1.03,0.177,0.425,0.909,15,11,2,0
2.126,0.082,1.185,300.8,1.112,0.1798,33.33,-6.299,10.888,-3.91,-6.05,0.128,0.544,0.379,15,15,3,1
0.373,0.1838,1.602,194.4,1.055,-0.0402,45.22,0.511,6.615,-1.2,-1.29,0.214,0.923,0.664,15,8,4,1
2.07,0.0992,1.214,154.9,1.085,0.0686,53.28,3.157,2.132,0.08,-0.15,0.489,0.528,0.187,15,10,1,1
1.459,0.048,1.042,231.2,1.262,0.2101,51.47,-4.837,6.186,-0.38,-0.3,0.422,0.908,0.709,15,16,2,0
1.685,0.0773,1.09,265.0,1.296,0.1412,47.17,-14.728,-0.977,-0.19,-0.57,0.222,0.553,-0.064,15,17,2,1
0.657,0.1437,1.55,148.6,0.899,-0.0538,41.63,-0.333,5.226,-2.2,-4.1,0.099,0.348,0.41,15,8,3,1
0.559,-0.0841,0.849,214.2,1.261,0.2964,36.7,-7.471,2.008,-2.83,-4.13,0.576,0.352,-0.443,15,11,3,1
1.047,-0.0401,0.956,507.5,1.647,0.3511,67.31,5.051,-12.827,3.98,1.98,0.194,0.073,-0.378,15,17,3,1
0.573,-0.0724,0.79,200.1,1.274,0.24,59.98,12.486,-0.544,1.75,2.59,0.866,0.969,0.655,15,11,4,1
1.841,0.0337,1.115,247.8,1.111,0.0579,61.48,6.454,-9.781,3.75,5.88,0.796,0.865,-0.779,15,16,4,0
0.497,-0.0479,0.794,172.1,1.041,0.0933,48.77,-8.379,-2.886,0.37,0.99,0.594,0.316,-0.139,15,10,0,0
0.671,0.1175,1.288,154.9,0.953,-0.0229,52.45,3.483,8.688,0.11,0.63,0.937,0.968,1.001,15,9,1,1
1.45,0.1544,1.287,174.7,1.0,-0.0431,55.11,1.462,-0.697,0.07,0.86,0.332,0.594,-0.023,15,15,2,0
0.624,-0.0086,0.85,243.6,1.26,0.1714,28.24,-4.179,-10.286,-0.75,-0.56,0.033,0.21,-1.773,15,17,2,1
1.953,-0.0104,1.191,239.1,1.263,0.4544,73.05,11.654,2.438,3.35,4.81,0.713,0.944,2.514,15,11,3,0
0.297,-0.0207,1.12,239.5,1.117,0.0921,46.49,-3.228,-18.829,2.36,4.51,0.172,0.996,-2.197,15,13,3,0
3.585,0.2538,1.706,303.5,1.291,0.3267,65.4,17.9,22.551,1.8,3.65,0.959,0.98,2.877,15,15,3,0
0.048,-0.046,0.875,213.4,1.112,0.0456,54.78,3.656,-6.614,3.25,5.36,0.147,0.755,-0.403,15,11,4,0
1.304,0.0023,0.946,309.3,1.235,0.1996,46.36,4.615,5.256,-0.0,0.93,0.527,0.843,0.236,15,16,4,0
0.866,0.015,0.925,342.9,1.254,0.1517,46.91,4.489,6.884,0.14,1.07,0.588,0.812,0.417,15,17,4,1
0.764,-0.0301,0.961,190.2,1.154,0.0505,61.65,6.14,-1.578,0.79,0.41,0.595,0.595,0.047,15,11,0,1
0.437,-0.0581,0.902,200.9,1.121,0.075,42.96,-0.728,-1.1,0.4,0.61,0.57,0.833,-0.398,15,11,1,1
1.078,0.092,1.248,213.6,1.083,0.0703,68.31,11.598,14.496,0.94,1.08,0.846,0.942,2.51,15,14,1,1
0.447,0.1072,1.485,137.2,0.967,0.0041,74.3,7.559,2.426,1.31,2.03,0.814,0.824,1.21,15,8,3,0
1.551,0.0268,1.159,162.8,1.111,0.1227,60.72,8.711,-8.694,1.28,2.17,0.366,0.431,-0.578,15,9,3,1
1.035,0.0264,1.078,175.3,1.133,0.0734,69.24,2.693,1.072,1.85,2.65,0.808,0.826,1.272,15,11,3,1
2.237,0.0647,1.261,270.0,1.308,0.1917,47.99,-7.067,-22.248,3.23,5.44,0.324,0.997,-2.711,15,16,3,1
1.438,0.137,1.182,146.2,0.985,0.1022,54.45,2.45,13.636,-0.8,-1.6,0.635,0.65,1.648,15,9,0,0
1.54,0.0378,1.072,151.4,1.061,0.0667,64.78,3.76,9.08,-0.17,-1.06,0.51,0.04,1.922,15,10,0,1
1.823,0.1461,1.168,213.9,1.198,0.0375,66.71,9.093,7.818,1.69,2.16,0.934,0.941,1.524,15,16,0,1
1.524,0.0565,1.097,160.1,1.254,0.1736,54.57,9.631,8.87,0.57,0.81,0.658,0.845,0.962,15,10,1,1
2.457,0.1969,1.49,220.7,1.117,0.0209,54.34,-2.295,-0.504,1.33,2.28,0.282,0.76,0.059,15,15,1,1
2.483,0.1714,1.417,164.3,1.085,0.1185,39.47,-5.57,6.389,-1.3,-2.53,0.556,0.311,0.286,15,9,3,0
0.839,-0.0321,0.947,176.4,1.124,0.0265,49.56,-0.751,1.79,-0.53,-1.48,0.44,0.493,0.278,15,11,3,0
0.316,0.0292,1.069,172.4,1.112,0.0506,48.18,6.579,8.604,-0.6,-0.39,0.893,0.94,0.905,15,13,4,0
2.564,0.0397,1.192,219.8,1.241,0.2331,51.64,6.529,3.35,-0.1,-0.56,0.843,0.948,0.291,15,15,4,1
0.651,0.0539,1.165,226.7,1.262,0.0236,18.59,-7.168,8.419,-4.13,-5.96,1.0,0.0,-1.054,15,14,0,0
1.813,0.1827,1.34,123.2,0.924,0.0523,46.62,-9.344,-4.958,-0.15,-0.17,0.037,0.385,-0.544,15,9,1,1
2.253,0.1953,1.481,130.7,1.16,0.2036,59.89,-8.608,-6.7,0.65,0.56,0.78,0.01,0.497,15,9,2,1
1.759,0.069,1.146,153.0,0.983,0.1047,56.45,5.584,19.519,-1.24,-2.14,0.14,0.74,2.425,15,9,4,1
0.708,-0.0291,0.827,215.8,1.202,0.1817,60.14,-1.333,17.772,-0.81,-1.79,0.084,0.337,2.637,15,16,4,1
1.61,0.0766,1.067,281.8,1.27,0.1647,45.13,-0.057,16.997,-3.02,-4.8,0.855,0.141,1.625,15,16,0,0
1.808,0.0885,1.133,125.3,1.072,0.1627,56.77,13.225,3.243,0.55,0.65,0.765,0.855,0.375,15,9,2,0
1.446,0.0365,1.021,143.5,1.211,0.2727,59.59,9.379,18.425,0.6,0.92,0.828,0.906,2.063,15,10,2,1
1.63,0.0428,1.075,235.1,1.206,0.0986,48.5,6.225,8.154,-0.11,0.04,0.541,0.64,0.532,15,16,2,1
1.069,0.0303,1.318,129.2,0.967,0.0277,62.68,2.47,-1.357,1.92,3.06,0.083,0.615,0.0,15,9,3,1
1.681,0.1279,1.093,206.8,1.191,0.1687,45.28,0.836,-19.061,1.61,3.26,0.336,0.84,-2.219,15,15,3,0
2.124,0.0845,1.199,138.1,1.11,0.1506,47.42,-8.448,-0.051,-0.15,-0.15,0.751,0.149,0.152,15,9,4,1
0.053,-0.0191,0.985,176.5,1.2,0.0232,31.91,-0.693,-5.135,-1.22,-1.3,0.579,0.266,-1.36,15,12,4,1
2.588,0.0714,1.396,334.6,1.685,0.5842,61.46,6.032,29.148,-1.91,-3.57,0.129,0.784,2.074,15,17,4,1
1.9,0.1586,1.229,216.4,1.072,0.0945,37.3,-7.638,-10.573,-0.67,-0.78,0.754,0.246,-1.525,15,15,1,1
1.407,-0.018,1.012,169.4,1.182,0.1777,37.48,-4.011,-6.199,-1.91,-2.24,0.542,0.01,-1.422,15,11,2,1
1.653,0.0724,1.204,213.7,1.054,-0.0088,38.84,-4.509,-3.262,-1.89,-2.94,0.764,0.051,-0.823,15,15,3,0
1.885,0.0808,1.231,139.2,1.02,0.0159,60.91,3.259,-3.293,1.39,2.14,0.423,0.455,0.029,15,14,4,1
1.85,0.0084,1.231,152.6,0.946,-0.015,45.31,-2.578,-4.564,0.2,0.82,0.165,0.676,-0.714,15,17,0,0
0.655,-0.0672,0.798,199.3,1.124,0.1626,46.87,5.853,-12.631,0.44,0.94,0.112,0.822,-2.138,15,11,1,0
2.805,0.0886,1.316,232.6,1.126,0.1282,50.79,6.055,-3.515,-0.06,0.52,0.752,0.97,-0.658,15,16,2,1
0.897,-0.0387,0.973,203.1,1.223,0.0581,76.65,0.043,-5.858,3.02,4.29,0.164,0.484,0.084,15,11,4,0
2.61,0.0585,1.189,262.4,1.207,0.2567,40.31,2.597,-21.796,0.87,2.93,0.387,0.516,-2.614,15,15,4,0
2.322,0.1748,1.306,156.6,1.103,0.1315,57.62,16.858,9.069,-0.34,-1.07,0.816,0.929,1.118,15,9,0,1
0.064,0.175,1.354,148.9,0.908,-0.0206,40.03,-2.32,0.963,-0.79,-1.18,0.261,0.133,-0.04,15,8,1,0
2.124,0.1689,1.267,161.1,1.005,0.0818,50.59,-4.735,10.564,-0.56,-1.13,0.417,0.554,0.993,15,9,1,0
1.334,0.0746,1.198,193.3,0.965,0.0439,49.3,-1.787,-1.787,-0.45,-0.62,0.724,0.724,-0.238,15,15,2,0
0.088,-0.0399,0.938,241.8,1.13,0.0286,58.02,8.142,2.849,0.09,-0.44,0.843,0.976,0.517,15,17,2,0
2.402,0.0905,1.356,167.2,1.109,0.036,29.69,-1.492,-2.899,-2.3,-4.04,0.536,0.438,-1.375,15,10,3,0
2.551,0.1054,1.342,218.2,1.15,0.0875,37.78,-4.394,3.83,-1.92,-3.19,0.414,0.576,0.032,15,15,3,0
1.191,-0.0,0.921,281.3,1.363,0.3878,35.79,-14.54,-7.976,-1.39,-2.62,0.62,0.061,-1.315,15,16,3,0
0.259,-0.1164,0.831,338.2,1.407,0.2021,38.26,-18.383,2.464,-2.96,-4.38,0.698,0.058,-0.553,15,17,3,1
2.065,0.0766,1.243,192.1,1.176,0.2192,28.49,-16.877,-5.866,-3.01,-4.49,0.701,0.266,-2.145,15,10,4,0
2.246,0.0554,1.193,292.6,1.126,0.1104,40.75,-3.567,-13.118,-0.7,-1.45,0.718,0.174,-2.184,15,16,4,1
0.552,0.1769,1.201,162.0,0.916,-0.0481,37.43,-3.381,-3.819,-0.89,-0.93,0.564,0.256,-0.889,15,8,0,1
1.531,0.1633,1.389,236.2,1.14,0.0735,38.99,-7.57,-2.561,-1.43,-2.86,0.808,0.136,-0.635,15,14,0,0
0.342,0.0371,1.168,191.1,0.961,0.0134,64.13,4.734,-7.405,1.85,2.69,0.156,0.208,-0.424,15,14,2,0
0.768,-0.0209,0.942,231.6,1.148,0.1118,35.99,-11.176,-11.333,0.55,1.82,0.466,0.672,-1.796,15,17,2,0
0.971,0.0038,0.977,439.9,1.141,0.0842,59.33,7.732,-7.681,2.21,3.06,0.471,0.975,-0.589,15,17,3,0
2.277,0.1351,1.233,154.6,1.029,0.0831,56.26,0.108,7.829,-0.09,-0.31,0.528,0.188,1.352,15,9,4,1
0.303,0.0515,1.038,361.4,1.25,-0.0207,31.19,-2.329,7.737,-5.83,-7.85,0.568,0.683,0.136,15,15,4,0
1.761,0.0443,1.074,215.7,1.161,0.2139,73.26,8.903,12.416,0.84,0.47,0.852,0.891,2.916,15,10,1,0
0.295,-0.0167,0.89,234.1,1.202,0.0625,54.32,0.844,-8.667,0.74,0.86,0.415,0.282,-0.837,15,11,1,1
1.606,0.0447,1.072,254.4,1.084,0.1122,60.08,7.219,-3.319,0.6,0.67,0.744,0.772,0.134,15,15,1,0
0.613,0.0125,1.104,365.0,1.249,0.0563,61.17,4.346,-2.258,1.0,-0.65,0.857,0.895,0.104,15,15,2,1
1.484,0.0703,1.159,225.1,1.098,-0.0172,29.59,-8.959,5.596,-1.03,-0.16,0.098,0.562,-0.453,15,10,3,0
0.437,-0.0484,0.935,234.3,1.087,0.0406,38.66,-6.789,9.064,-0.91,-1.11,0.02,0.394,0.572,15,11,3,0
0.473,0.0414,1.046,278.8,1.203,0.1397,49.01,-0.064,10.452,-0.77,-1.44,0.637,0.227,1.284,15,12,3,0
3.316,0.1168,1.379,325.3,1.242,0.2486,51.58,-6.435,-1.313,0.59,0.18,0.658,0.305,0.224,15,15,3,0
2.318,0.1086,1.221,220.4,1.251,0.3316,74.49,14.181,3.155,3.03,3.92,0.702,0.924,2.482,15,10,4,0
1.068,0.1319,1.048,192.6,1.177,0.2547,45.43,-5.708,0.198,-0.05,-0.23,0.966,0.034,-0.042,15,9,0,0
1.703,0.0688,1.091,371.1,1.46,0.3808,75.32,16.028,22.938,2.63,2.96,0.797,0.797,3.428,15,17,0,1
0.486,-0.101,0.981,206.3,1.041,0.0581,58.54,4.117,-4.465,3.16,5.51,0.171,0.601,-0.218,15,7,1,1
0.036,0.0676,1.023,299.5,1.141,0.1057,50.33,-0.467,-15.162,2.95,5.89,0.993,0.995,-1.736,15,14,1,1
2.173,0.1158,1.213,364.9,1.238,0.1778,62.61,8.06,-0.776,4.21,5.92,0.555,0.555,0.608,15,17,1,1
2.781,0.1954,1.402,241.9,1.217,0.2175,53.24,-3.845,10.872,0.71,1.14,0.666,0.14,1.703,15,10,2,1
2.417,0.2012,1.354,181.0,0.995,0.0643,58.34,-1.114,0.049,1.52,2.7,0.7,0.753,0.392,15,9,3,0
1.488,0.0481,1.172,274.4,1.073,0.0365,48.59,5.167,12.536,-0.9,-1.7,0.035,0.306,1.458,15,15,3,1
0.013,-0.0735,0.89,217.8,1.167,0.0394,49.69,-4.186,-4.582,-0.08,-0.39,0.855,0.012,-0.243,15,12,4,1
4.056,0.3404,2.214,303.5,1.342,0.3298,30.37,-15.964,-9.419,-1.89,-1.83,0.72,0.021,-1.984,15,15,4,1
0.779,-0.0016,0.922,300.4,1.103,0.0812,54.83,7.824,-8.805,-0.18,-0.32,0.014,0.157,-0.742,15,17,1,1
1.264,0.1124,1.352,249.9,0.998,0.0523,53.23,0.968,5.521,0.28,0.56,0.53,0.814,0.684,15,15,2,0
2.673,0.1205,1.381,134.2,1.046,0.1132,39.6,6.064,2.483,-0.36,-0.66,0.544,0.973,-0.402,15,10,3,1
0.944,0.1299,0.985,222.4,1.266,0.3154,53.88,-6.534,-0.814,-0.78,-0.04,0.95,0.015,0.674,15,15,3,1
1.759,0.0957,1.142,206.4,0.996,0.0698,56.93,-3.498,-4.069,0.53,1.0,0.379,0.479,-0.01,15,9,4,1
0.927,0.0424,0.955,370.2,1.265,0.2446,42.89,2.235,5.859,-2.14,-4.23,0.915,0.038,0.019,15,16,4,1
0.226,-0.0432,0.914,218.4,1.177,0.001,60.73,5.469,-8.033,1.24,1.32,0.066,0.467,-0.334,15,12,0,1
0.818,0.0191,1.092,232.8,0.982,0.0521,54.27,-4.308,5.279,0.07,-0.35,0.562,0.331,0.928,15,16,1,1
1.057,-0.0251,0.991,251.3,1.517,0.3534,33.93,-4.823,19.095,-2.27,-3.23,0.726,0.215,0.474,15,11,2,1
2.396,0.0203,1.238,301.4,1.194,0.2013,36.8,-2.438,2.934,-3.13,-5.2,0.024,0.069,0.01,15,16,2,1
1.067,-0.043,1.024,201.1,1.201,0.2671,66.27,7.645,22.598,-0.53,-2.1,0.706,0.111,3.854,15,8,3,1
0.291,-0.0606,0.811,240.6,1.209,0.1649,50.04,-1.295,3.779,-0.41,-0.33,0.66,0.104,0.64,15,11,3,0
1.684,-0.0911,1.102,279.3,1.136,0.1983,49.38,2.726,-12.028,0.36,1.22,0.551,1.0,-1.461,15,16,3,1
2.907,0.189,1.466,244.1,1.414,0.3939,56.85,12.397,19.157,-1.73,-3.3,0.896,0.92,2.13,15,10,4,1
0.856,-0.0304,0.877,352.4,1.265,0.3217,45.99,-8.789,2.369,0.0,0.02,0.091,0.284,-0.074,15,17,0,0
2.779,0.1121,1.313,227.8,1.134,0.1327,41.05,-9.684,7.202,-1.49,-2.92,0.771,0.09,0.4,15,15,1,0
1.658,0.317,1.936,160.1,1.034,0.0824,69.24,13.313,6.469,1.38,1.98,0.83,0.962,1.936,15,8,2,1
2.236,0.0678,1.143,255.4,1.104,0.1442,43.41,-2.587,-11.345,1.33,3.44,0.608,0.67,-1.746,15,16,2,1
0.494,0.0161,1.111,195.8,0.883,-0.0441,42.48,-7.706,1.53,-0.83,-1.11,0.569,0.223,0.02,15,15,3,0
1.187,-0.0138,0.99,328.1,1.367,0.2192,35.96,-10.175,-4.892,-1.0,-1.5,0.624,0.305,-0.61,15,16,3,0
0.285,-0.0525,0.7,368.0,1.431,0.5545,32.01,1.269,-3.1,-2.99,-5.0,0.832,0.019,-1.538,15,16,4,0
1.513,0.06,1.09,154.6,1.059,0.102,41.59,-7.054,2.048,-1.04,-1.43,0.638,0.323,-0.071,15,10,0,1
0.931,0.0189,0.922,231.5,1.355,0.3047,64.44,8.051,-22.58,2.27,2.74,0.461,0.43,-0.972,15,11,1,1
1.514,0.1415,1.047,287.3,1.244,0.2395,40.71,-16.886,-23.685,1.69,3.59,0.242,0.882,-3.177,15,17,1,1
1.06,0.0052,1.19,155.9,0.992,0.0704,55.85,6.327,-6.698,0.8,1.61,0.439,0.449,-0.417,15,9,2,1
1.453,0.1021,1.401,177.7,1.062,0.0476,63.94,6.842,1.418,1.6,2.43,0.366,0.383,0.641,15,15,2,0
3.943,0.3536,2.205,323.7,1.344,0.2558,71.72,7.692,4.525,3.95,5.79,0.402,0.976,1.227,15,15,4,1
0.695,0.2519,1.861,211.5,0.848,-0.0912,53.45,5.591,6.767,2.01,3.67,0.639,0.673,0.846,15,7,0,0
2.4,0.187,1.349,207.2,0.936,0.0234,39.12,-4.348,-3.984,1.0,2.46,0.717,0.717,-1.13,15,9,0,1
2.16,0.0359,1.292,155.6,1.153,0.2068,36.07,-0.075,12.13,-1.06,-1.59,0.582,0.138,0.212,15,9,1,0
0.118,0.0842,1.153,177.4,0.976,-0.0261,51.37,-4.441,1.425,-0.22,-0.85,0.63,0.058,0.429,15,14,1,0
1.513,0.0909,1.303,277.3,1.203,0.0643,66.8,10.631,-2.352,4.79,7.15,0.777,0.858,0.541,15,9,4,0
1.031,-0.0272,0.972,309.6,1.225,0.1121,68.29,14.883,3.32,4.77,7.81,0.77,0.793,1.612,15,10,4,0
1.596,0.1095,1.107,250.2,1.121,0.1216,50.34,-0.431,4.772,0.18,-0.15,0.752,0.139,0.699,15,10,0,1
0.69,0.1677,1.582,160.9,0.934,-0.0688,61.86,9.028,6.474,0.88,1.44,0.727,0.831,0.963,15,7,1,0
2.282,0.1618,1.343,216.6,1.005,0.0363,50.92,5.999,8.52,0.03,-0.59,0.643,1.0,0.9,15,9,2,1
1.668,0.0486,1.225,167.5,1.039,0.1231,48.49,5.467,18.902,-1.6,-3.64,0.638,0.34,1.904,15,9,3,0
0.635,0.1224,1.303,138.6,0.961,-0.0572,48.32,-1.392,-8.851,0.19,0.15,0.503,0.645,-1.226,15,7,4,1
1.192,-0.0158,0.965,230.1,1.12,0.1563,41.98,-11.204,2.278,-1.46,-1.63,0.134,0.498,-0.043,15,16,4,1
0.172,0.08,1.173,150.0,0.9,-0.0307,38.79,-4.154,-4.909,-1.83,-3.66,0.712,0.201,-1.073,15,7,0,1
0.791,0.1017,1.128,140.8,0.96,0.0579,49.91,-7.606,-19.88,0.18,0.65,0.744,0.792,-1.811,15,8,1,1
0.395,-0.1011,0.756,180.8,1.207,0.151,60.63,6.239,4.273,0.81,0.67,0.172,0.758,1.078,15,11,1,1
2.624,0.1414,1.339,173.4,1.162,0.1978,64.97,1.487,9.933,0.17,-0.81,0.604,0.173,2.364,15,10,2,1
0.283,-0.0265,0.999,211.3,1.24,0.1115,40.65,-8.047,1.528,-0.48,-0.2,0.159,0.612,-0.17,15,12,2,0
2.695,0.0774,1.345,142.1,1.116,0.0838,38.6,-7.868,2.075,-0.2,0.54,0.519,0.481,-0.296,15,9,4,1
1.72,0.0674,1.264,167.5,1.185,0.0462,28.4,-6.784,-5.226,-1.1,-0.9,0.475,0.131,-1.158,15,11,4,0
0.019,-0.0406,0.843,202.1,1.135,0.095,46.83,0.625,12.621,-0.95,-1.6,0.418,0.828,1.029,15,17,4,0
2.956,0.1219,1.441,194.4,1.154,0.2175,60.3,8.364,4.548,0.69,0.45,0.686,0.882,0.982,15,10,0,1
0.916,-0.051,0.865,217.4,1.107,0.129,43.87,-0.963,-10.531,0.4,1.52,0.217,0.343,-1.458,15,16,1,0
1.985,0.0459,1.16,136.6,1.02,0.0701,63.5,7.53,8.456,0.59,1.15,0.723,0.896,1.332,15,9,2,1
3.653,0.2498,1.787,199.6,1.131,0.1151,67.12,8.397,-3.838,1.2,2.48,0.483,0.825,0.215,15,15,2,0
1.231,0.0933,1.114,342.0,1.573,0.298,37.98,-10.911,-0.961,-0.25,1.01,0.869,0.103,-0.895,15,17,2,1
0.133,-0.0153,0.945,192.7,0.88,0.0708,70.73,5.261,1.514,4.0,6.15,0.288,0.582,1.573,15,8,3,0
1.52,0.0657,1.093,172.1,1.14,0.1044,60.63,9.921,-6.264,1.75,2.43,0.293,0.593,-0.169,15,10,4,0
1.418,0.1495,1.197,197.4,1.141,0.2632,37.36,-2.972,-14.853,0.82,2.74,0.895,0.895,-2.579,15,9,0,0
0.974,-0.0928,0.921,204.5,1.144,0.0005,33.47,2.477,-3.155,-0.77,0.16,0.013,0.904,-1.007,15,11,0,0
0.441,0.0353,1.142,206.6,1.09,0.0105,26.81,-3.468,-6.659,-1.15,-1.03,0.82,0.174,-1.587,15,12,0,0
1.257,-0.0063,1.065,198.2,1.18,0.064,60.79,11.884,7.436,0.16,-0.04,0.811,0.873,1.165,15,10,2,0
1.989,0.0833,1.13,142.3,0.985,0.0161,58.69,1.861,-1.912,1.0,1.41,0.013,0.727,-0.112,15,9,3,0
0.818,-0.0927,0.908,152.9,1.072,0.0741,53.29,9.548,-5.4,0.4,1.07,0.783,0.949,-0.641,15,11,3,0
1.946,0.0988,1.11,172.3,1.086,0.1023,38.7,-4.691,-19.603,0.65,1.84,0.315,0.371,-2.623,15,10,4,1
1.408,-0.14,1.001,314.8,1.41,0.5412,53.33,-0.372,-16.286,1.67,2.84,0.237,0.57,-1.077,15,16,4,0
0.068,-0.0065,1.015,148.8,0.951,0.0333,36.61,-2.447,7.522,-1.64,-3.0,0.503,0.441,0.43,15,8,0,0
0.972,0.0697,0.963,156.3,1.031,0.0508,52.06,4.179,15.448,-1.11,-2.43,0.348,0.402,1.964,15,9,0,0
1.361,0.028,1.051,396.2,1.292,0.2027,51.49,1.038,10.938,-3.08,-6.01,0.152,0.446,1.454,15,17,3,1
2.925,0.2179,1.504,292.4,1.306,0.3697,73.27,20.508,6.069,1.84,2.08,0.827,0.829,2.052,15,16,4,0
0.608,-0.0676,0.836,166.2,1.003,0.0701,36.67,-4.267,-5.884,0.08,0.78,0.021,0.237,-1.305,15,16,0,0
1.438,0.007,1.105,245.1,1.389,0.3804,31.41,-7.409,-2.031,-0.64,-0.21,0.879,0.092,-1.803,15,17,0,0
0.77,0.1188,1.104,265.0,1.065,0.1707,48.73,-10.492,-20.903,2.71,5.52,0.479,0.821,-2.2,15,15,1,1
1.153,0.0833,1.088,141.2,1.084,0.1502,37.77,-1.357,-17.978,0.02,0.74,0.76,0.911,-3.059,15,9,3,1
1.066,-0.0204,1.079,165.6,1.199,0.0658,50.25,-2.568,-1.833,0.17,0.17,0.622,0.722,-0.302,15,11,3,0
3.793,0.3355,1.967,214.6,1.344,0.3768,37.05,-22.701,-11.121,-0.76,-0.94,0.681,0.297,-1.482,15,15,3,1
2.101,0.1923,1.251,150.3,1.119,0.1745,46.69,-10.536,-16.35,1.22,2.35,0.159,0.619,-1.457,15,15,1,0
0.96,-0.0363,0.915,177.3,1.282,0.3401,37.63,-9.056,-16.497,0.94,2.08,0.707,0.781,-2.368,15,16,1,1
0.342,0.0589,1.076,126.8,0.905,-0.03,64.83,7.232,1.804,0.75,1.11,0.058,0.673,0.67,15,8,3,0
2.229,0.1095,1.238,142.9,1.067,0.1125,44.52,-0.107,-6.937,0.44,0.88,0.037,0.846,-1.029,15,9,3,1
3.397,0.1217,1.568,159.7,0.991,-0.0584,49.62,2.643,2.626,0.28,0.25,0.375,0.571,0.344,15,15,3,1
2.234,-0.0039,1.222,242.2,1.372,0.4659,70.7,11.294,17.728,0.95,0.73,0.828,0.899,3.265,15,16,3,0
0.747,0.0212,1.056,159.1,1.176,0.0383,39.85,-2.402,-7.792,0.24,0.93,0.07,0.123,-1.213,15,12,4,1
1.277,0.0978,1.04,195.0,1.188,0.1858,65.17,2.587,2.994,1.22,1.27,0.154,0.808,1.087,15,15,4,0
1.144,-0.0412,0.982,282.8,1.409,0.218,50.01,10.766,-8.217,0.9,1.59,0.511,0.755,-0.806,15,17,4,1
1.68,0.1373,1.188,191.3,1.13,0.2585,76.89,15.365,6.883,3.07,4.56,0.689,0.871,2.864,15,9,2,1
0.626,-0.0255,1.051,192.1,0.953,0.0001,41.61,-12.719,-4.936,-0.49,-0.2,0.876,0.047,-1.041,15,8,3,0
2.766,0.1098,1.426,165.2,1.001,0.0318,54.82,5.554,-0.154,-0.12,-0.32,0.269,0.518,0.03,15,10,4,0
3.322,0.1081,1.415,204.6,1.062,0.0036,51.69,1.915,3.426,1.09,0.68,0.382,0.853,0.376,15,15,4,1
1.805,0.0711,1.305,485.5,1.867,0.5191,71.24,9.843,-5.115,3.95,3.69,0.866,0.866,1.419,15,17,4,1
2.127,0.1376,1.383,179.7,0.961,0.0579,62.62,1.715,-9.022,3.67,6.84,0.244,0.13,-0.495,15,9,0,0
1.288,0.0084,0.942,219.8,1.187,0.2676,52.34,4.217,-13.775,2.93,5.87,0.654,0.951,-1.378,15,10,0,0
1.119,0.0249,1.04,200.4,1.04,0.0327,43.9,-0.098,-9.524,0.08,0.71,0.343,0.612,-1.417,15,15,1,1
1.62,0.0105,1.169,212.4,1.072,0.1658,41.5,7.277,-10.004,0.04,1.32,0.667,0.979,-1.846,15,15,2,0
1.646,0.1097,1.396,161.3,1.1,0.085,71.57,6.901,6.15,1.33,1.91,0.67,0.67,1.705,15,14,3,0
0.398,-0.131,0.836,224.0,1.043,0.0277,39.3,7.606,-2.567,-0.05,0.36,0.79,0.841,-1.415,15,11,0,1
1.596,0.1834,1.17,195.9,1.004,0.0886,55.14,3.162,-3.206,0.55,0.87,0.232,0.404,-0.265,15,9,3,1
